stop_u,stop_v,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Ma Tau Chung Road,  Outside The Hong Kong Federation Of Trade Unions Worker^s Club",To Kwa Wan Mansion,57.0,57.0,0.0,0.0
To Kwa Wan Mansion,No.187 Ma Tau Wai Road,57.0,57.0,0.0,0.0
No.187 Ma Tau Wai Road,"Sheung Heung Road,  No.37",57.0,57.0,0.0,0.0
"Sheung Heung Road,  No.37",World Wide Industrial Building,57.0,57.0,0.0,0.0
World Wide Industrial Building,To Kwa Wan Mansion,57.0,57.0,0.0,0.0
To Kwa Wan Mansion,"Ko Shan Road,  Outside Ko Shan Theatre",57.0,57.0,0.0,0.0
"Ko Shan Road,  Outside Ko Shan Theatre",World Wide Industrial Building,57.0,57.0,0.0,0.0
World Wide Industrial Building,"Ko Shan Road,  Outside Ko Shan Theatre",114.0,114.0,0.0,0.0
"Po Fung Road,  outside STFA Leung Kit Wah Primary School","Ko Shan Road,  Outside Ko Shan Theatre",57.0,57.0,0.0,0.0
"Ko Shan Road,  Outside Ko Shan Theatre",Po Hong Road outside Metro City,57.0,57.0,0.0,0.0
Po Hong Road outside Metro City,232 Ma Tau Wai Road,57.0,57.0,0.0,0.0
232 Ma Tau Wai Road,"Po Hong Road,  Outside Po Hong Park",57.0,57.0,0.0,0.0
"Po Hong Road,  Outside Po Hong Park",416 Ma Tau Wai Road,57.0,57.0,0.0,0.0
416 Ma Tau Wai Road,Prince Edward Road East Opposite Rhythm Garden,57.0,57.0,0.0,0.0
Prince Edward Road East Opposite Rhythm Garden,"Ma Tau Wai Road,  Outside Ma Tau Wai Road Playground",57.0,57.0,0.0,0.0
"Ma Tau Wai Road,  Outside Ma Tau Wai Road Playground","Prince Edward Road East,  opposite to the Latitude",57.0,57.0,0.0,0.0
"Prince Edward Road East,  opposite to the Latitude",No.65 Ma Tau Chung Road,57.0,57.0,0.0,0.0
No.65 Ma Tau Chung Road,Sung Wong Toi Playground,57.0,57.0,0.0,0.0
Sung Wong Toi Playground,"Ma Tau Chung Road,  Outside Argyle Street Playground",57.0,57.0,0.0,0.0
"Ma Tau Chung Road,  Outside Argyle Street Playground","Ma Tau Chung Road,  Outside Sung Wong Toi Playground",57.0,57.0,0.0,0.0
"Ma Tau Chung Road,  Outside Sung Wong Toi Playground","Prince Edward Road East,  Opposite Kai Tak Government Building",57.0,57.0,0.0,0.0
"Prince Edward Road East,  Opposite Kai Tak Government Building","Prince Edward Road East,  outside the Latitude",57.0,57.0,0.0,0.0
"Prince Edward Road East,  outside the Latitude","Ma Tau Chung Road,  Outside Fok On Building",57.0,57.0,0.0,0.0
"Ma Tau Chung Road,  Outside Fok On Building","Ma Tau Chung Road,  Outside The Hong Kong Federation Of Trade Unions Worker^s Club",57.0,57.0,0.0,0.0
"Ma Tau Chung Road,  Outside The Hong Kong Federation Of Trade Unions Worker^s Club",Po Hong Road near Mobil Petrol Station,57.0,57.0,0.0,0.0
Po Hong Road near Mobil Petrol Station,"Po Fung Road,  Outside Po Kim House,  Po Lam Estate",57.0,57.0,0.0,0.0
"Po Fung Road,  Outside Po Kim House,  Po Lam Estate",No.187 Ma Tau Wai Road,57.0,57.0,0.0,0.0
No.187 Ma Tau Wai Road,"Po Lam Road North,  Outside Lok Sin Tong Lau Tak Primary School",57.0,57.0,0.0,0.0
"Po Lam Road North,  Outside Lok Sin Tong Lau Tak Primary School","Sheung Heung Road,  No.37",57.0,57.0,0.0,0.0
"Sheung Heung Road,  No.37","Po Lam Road North,  Outside Po Yan House,  Po Lam Estate",57.0,57.0,0.0,0.0
"Po Lam Road North,  Outside Po Yan House,  Po Lam Estate",To Kwa Wan Mansion,57.0,57.0,0.0,0.0
To Kwa Wan Mansion,"Po Lam Road North,  Opposite King Min House,  King Lam Estate",57.0,57.0,0.0,0.0
"Po Lam Road North,  Opposite King Min House,  King Lam Estate",World Wide Industrial Building,57.0,57.0,0.0,0.0
"Ko Shan Road,  Outside Ko Shan Theatre","Hong Sing Garden Bus Terminus,  Outside King Ling College",57.0,57.0,0.0,0.0
"Haven Of Hope Road,  Outside Haven Of Hope Hospital","Mau Yip Road,  Outside Metro City Phase 2",57.0,57.0,57.0,45.6
"Mau Yip Road,  Outside Metro City Phase 2","Yan King Road,  Outside Yan Mui House,  Yan Ming Court",57.0,57.0,57.0,45.6
"Yan King Road,  Outside Yan Mui House,  Yan Ming Court",Po Lam Station Public Transport Interchange,57.0,57.0,57.0,45.6
Po Lam Station Public Transport Interchange,"Tong Ming Street,  opposite to Sheung Tak Shopping Centre",57.0,57.0,57.0,45.6
"Tong Ming Street,  opposite to Sheung Tak Shopping Centre","Haven Of Hope Road,  Outside Haven Of Hope Hospital",57.0,57.0,57.0,45.6
Choi Ming Public Transport Interchange,"Choi Ming Street,  Choi Ming Shopping Centre",190.0,142.5,190.0,76.0
"Choi Ming Street,  Choi Ming Shopping Centre","Chui Ling Road,  outside Ocean Shores",190.0,142.5,190.0,76.0
"Chui Ling Road,  outside Ocean Shores","Chui Ling Road,  opposite to Shin Ming Estate",190.0,142.5,190.0,76.0
"Chui Ling Road,  opposite to Shin Ming Estate","Chui Ling Road,  outside Qualied College",190.0,142.5,190.0,76.0
"Chui Ling Road,  outside Qualied College","Chui Ling Road,  outside Buddhist Ching Kok Secondary School",190.0,142.5,190.0,76.0
"Chui Ling Road,  outside Buddhist Ching Kok Secondary School","Tong Ming Street,  Outside Sheung Ming House,  Sheung Tak Estate",190.0,142.5,190.0,76.0
"Tong Ming Street,  Outside Sheung Ming House,  Sheung Tak Estate","Tong Chun Street,  outside Chi Lin Buddhist Primary School",190.0,142.5,190.0,76.0
"Tong Chun Street,  outside Chi Lin Buddhist Primary School","Tong Tak Street,  opposite to POH 80th Anniversary Tang Ying Hei College",190.0,142.5,190.0,76.0
"Tong Tak Street,  opposite to POH 80th Anniversary Tang Ying Hei College","Po Yap Road,  outside Tseung Kwan O Station",190.0,142.5,190.0,76.0
"Po Yap Road,  outside Tseung Kwan O Station","Po Yap Road,  Opposite Bauhinia Garden",190.0,142.5,190.0,76.0
"Po Yap Road,  Opposite Bauhinia Garden","Po Hong Road,  outside Bevery Garden",190.0,142.5,190.0,76.0
"Po Hong Road,  outside Bevery Garden","Po Hong Road,  outside Kwong Ming Court",190.0,142.5,190.0,76.0
"Po Hong Road,  outside Kwong Ming Court","Ling Hong Road,  opposite to Haven of Hope Hospital",190.0,142.5,190.0,76.0
"Ling Hong Road,  opposite to Haven of Hope Hospital","Po Shun Road,  Outside Tseung Kwan O Swimming Pool",190.0,142.5,190.0,76.0
"Po Ning Road,  Opposite Hau Tak Estate","Chung Wa Road,  opposite East Point City,  Block 6",190.0,142.5,190.0,76.0
"Chung Wa Road,  opposite East Point City,  Block 6","Pui Shing Road,  Outside Nam Fung Plaza",190.0,142.5,190.0,76.0
"Pui Shing Road,  Outside Nam Fung Plaza","Po Ning Road,  Outside Fu Ning Commercial Complex",190.0,142.5,190.0,76.0
"Po Ning Road,  Outside Fu Ning Commercial Complex",Hang Hau (North) Public Transport Interchange,190.0,142.5,190.0,76.0
Hang Hau (North) Public Transport Interchange,"Po Ning Road,  opposite to Tseung Kwan O Hospital",494.0,294.5,494.0,228.0
"opposite East Point City,  Block 6","Pui Shing Road,  Outside Nam Fung Plaza",190.0,142.5,190.0,76.0
"Pui Shing Road,  Outside Nam Fung Plaza","Po Ning Road,  Outside Hau Tak Estate",190.0,142.5,190.0,76.0
"Po Shun Road,  Outside Chung Ming Court","Po Shun Road,  Opposite to Tseung Kwan O Swimming Pool",190.0,142.5,190.0,76.0
"Po Shun Road,  Opposite to Tseung Kwan O Swimming Pool","Tong Ming Street,  outside Sheung Tak Shopping Centre",190.0,142.5,190.0,76.0
"Tong Ming Street,  outside Sheung Tak Shopping Centre","Tong Chun Street,  opposite to Chi Lin Buddhist Primary School",190.0,142.5,190.0,76.0
"Tong Chun Street,  opposite to Chi Lin Buddhist Primary School",Po Yap Road opposite to Tseung Kwan O Station,190.0,142.5,190.0,76.0
Po Yap Road opposite to Tseung Kwan O Station,"Tong Yin Street,  Outside Tseung Kwan O Catholic Primary School",190.0,142.5,190.0,76.0
"Tong Yin Street,  Outside Tseung Kwan O Catholic Primary School","King Ling Road,  Choi Ming Court Choi Fu House",190.0,142.5,190.0,76.0
"King Ling Road,  Choi Ming Court Choi Fu House","Choi Ming Street,  Choi Ming Shopping Centre",190.0,142.5,190.0,76.0
"Choi Ming Street,  Choi Ming Shopping Centre","Chui Ling Road,  Kin Ming Estate",190.0,142.5,190.0,76.0
"Chui Ling Road,  Kin Ming Estate","Chui Ling Road,  Hong Kong Chinese Christian Churches Union Logos Academy",190.0,142.5,190.0,76.0
"Chui Ling Road,  Hong Kong Chinese Christian Churches Union Logos Academy","Chui Ling Road,  outside Shin Ming Estate",190.0,142.5,190.0,76.0
"Chui Ling Road,  outside Shin Ming Estate","Chui Ling Road,  opposite to Ocean Shores",190.0,142.5,190.0,76.0
"Chui Ling Road,  opposite to Ocean Shores",Choi Ming Public Transport Interchange,190.0,142.5,190.0,76.0
"Pung Loi Road,  near Oscar by the Sea Block 5","Chiu Shun Road,  Outside Yuk Ming Court",380.0,228.0,380.0,45.6
"Chiu Shun Road,  Outside Yuk Ming Court","Po Ning Road,  opposite to Tseung Kwan O Hospital",380.0,228.0,380.0,45.6
"Po Ning Road,  opposite to Tseung Kwan O Hospital","Chung Wa Road,  Opposite Block 3,  East Point City",380.0,228.0,380.0,45.6
"Chung Wa Road,  Opposite Block 3,  East Point City","GMB stand at Ming Shing Street,  opposite to East Point City",380.0,228.0,380.0,45.6
"GMB stand at Ming Shing Street,  opposite to East Point City","Po Ning Road,  outside Hang Hau (North) Public Transport Interchange",380.0,228.0,380.0,45.6
"Po Ning Road,  outside Hang Hau (North) Public Transport Interchange","Pung Loi Road,  near Oscar by the Sea Block 5",380.0,228.0,380.0,45.6
"Yuk Nga Lane,  Outside Yan Chai Hospital Lan Chi Pat Memorial Secondary School","Mau Yip Road,  Opposite Metro City Phase 3 The Metropolis",380.0,162.8571429,380.0,228.0
"Mau Yip Road,  Opposite Metro City Phase 3 The Metropolis","Wan Lung Road,  near Tseung Kwan O Library",380.0,162.8571429,380.0,228.0
"Wan Lung Road,  near Tseung Kwan O Library","Kwun Tong Road,  Outside Kwun Tong Industrial Centre Phase 2",380.0,162.8571429,380.0,228.0
"Kwun Tong Road,  Outside Kwun Tong Industrial Centre Phase 2",Tung Yan Street Temporary Public Light Bus Terminus,380.0,162.8571429,380.0,228.0
Tung Yan Street Temporary Public Light Bus Terminus,"Tseung Kwan O Road,  opposite Kwun Tong Police Station",380.0,162.8571429,380.0,228.0
"Tseung Kwan O Road,  opposite Kwun Tong Police Station","Wan Hang Road,  Outside Tower 5,  Metro City Phase 1",380.0,162.8571429,380.0,228.0
"Wan Hang Road,  Outside Tower 5,  Metro City Phase 1","Mau Tai Road,  Outside Block 1,  Metro City Phase 1",380.0,162.8571429,380.0,228.0
"Mau Tai Road,  Outside Block 1,  Metro City Phase 1",To Lok Road near Serenity Place,380.0,162.8571429,380.0,228.0
To Lok Road near Serenity Place,"Yuk Nga Lane,  Outside Yan Chai Hospital Lan Chi Pat Memorial Secondary School",380.0,162.8571429,380.0,228.0
"Ting Wo Lane,  Near Hang Hau Village","Chung Wa Road,  Opposite Block 3,  East Point City",456.0,98.8,456.0,98.8
"Chung Wa Road,  Opposite Block 3,  East Point City",Hang Hau Station Public Transport Interchange,912.0,197.60000000000002,912.0,197.60000000000002
Hang Hau Station Public Transport Interchange,"Po Ning Road,  Outside Fu Ning Commercial Complex",380.0,76.0,380.0,76.0
"Po Ning Road,  Outside Fu Ning Commercial Complex","Po Ning Road,  Outside Tseung Kwan O Hospital",380.0,76.0,380.0,76.0
"Po Ning Road,  Outside Tseung Kwan O Hospital","Hang Hau Road,  Near Junk Bay Villa",532.0,136.8,551.0,136.8
"Hang Hau Road,  Near Junk Bay Villa",Hong Kong University of Science and Technology (South Station),380.0,76.0,380.0,76.0
Hong Kong University of Science and Technology (South Station),"Clear Water Bay Road,  Outside Tai Po Tsai Tsuen",380.0,76.0,380.0,76.0
"Clear Water Bay Road,  Outside Tai Po Tsai Tsuen","Clear Water Bay Road,  Opposite Pik Uk Correctional Institute",380.0,76.0,380.0,76.0
"Clear Water Bay Road,  Opposite Pik Uk Correctional Institute","Lung Cheung Road,  Near Ngau Chi Wan Fire Station",456.0,98.8,456.0,98.8
"Lung Cheung Road,  Near Ngau Chi Wan Fire Station","Fei Fung House,  Choi Wan Estate",456.0,98.8,456.0,98.8
"Fei Fung House,  Choi Wan Estate",Tseng Lan Shue,456.0,98.8,456.0,98.8
Tseng Lan Shue,Hong Kong University of Science and Technology (North Station),456.0,98.8,456.0,98.8
Hong Kong University of Science and Technology (North Station),"Chung Wa Road,  Opposite Block 3,  East Point City",456.0,98.8,456.0,98.8
Hang Hau Station Public Transport Interchange,"Ting Wo Lane,  near Hang Hau Village",456.0,98.8,456.0,98.8
Tiu Keng Leng Station Public Transport Interchange,"Choi Ming Street,  Choi Ming Shopping Centre",190.0,76.0,190.0,76.0
"Choi Ming Street,  Choi Ming Shopping Centre",Tseung Kwan O Station Public Transport Interchange,190.0,76.0,190.0,76.0
Tseung Kwan O Station Public Transport Interchange,"Tong Chun Street,  opposite to Buddhist Chi Lin Primary School",190.0,76.0,190.0,76.0
"Tong Chun Street,  opposite to Buddhist Chi Lin Primary School","Tong Ming Street,  opposite to Sheung Tak Shopping Centre",190.0,76.0,190.0,76.0
"Tong Ming Street,  opposite to Sheung Tak Shopping Centre","Wang Chiu Road,  opposite to Exchange Tower",190.0,76.0,190.0,76.0
"Wang Chiu Road,  opposite to Exchange Tower","Trademart Drive,  outside ITEC",190.0,76.0,190.0,76.0
"Trademart Drive,  outside ITEC",Kai Cheung Road outside Shun Wo Centre,190.0,76.0,190.0,76.0
Kai Cheung Road outside Shun Wo Centre,"Prince Edward Road East,  opposite to the Latitude",76.0,38.0,76.0,38.0
"Prince Edward Road East,  opposite to the Latitude",Prince Edward Road East near Skymaster Drive Bus Stop,76.0,38.0,76.0,38.0
Prince Edward Road East near Skymaster Drive Bus Stop,Prince Edward Road West outside Lung Fuk Garden,76.0,38.0,76.0,38.0
Prince Edward Road West outside Lung Fuk Garden,Prince Edward Road West outside Spring House near St. Teresa?????s Hospital,76.0,38.0,76.0,38.0
Prince Edward Road West outside Spring House near St. Teresa?????s Hospital,Waterloo Road outside Lai Ho Court near Kowloon Hospital,76.0,38.0,76.0,38.0
Waterloo Road outside Lai Ho Court near Kowloon Hospital,"Argyle Street,  near Hospital Authority Building",76.0,38.0,76.0,38.0
"Argyle Street,  near Hospital Authority Building","Argyle Street,  near Kowloon City Court House",76.0,38.0,76.0,38.0
"Argyle Street,  near Kowloon City Court House",Lomond Road,76.0,38.0,76.0,38.0
Lomond Road,Prince Edward Road West near Nga Tsin Long Road,76.0,38.0,76.0,38.0
Prince Edward Road West near Nga Tsin Long Road,"Prince Edward Road East,  Outside Regal Oriental Hotel Hong Kong",76.0,38.0,76.0,38.0
"Prince Edward Road East,  Outside Regal Oriental Hotel Hong Kong","Prince Edward Road East,  outside the Latitude",76.0,38.0,76.0,38.0
"Prince Edward Road East,  outside the Latitude","Kai Cheung Road,  outside DCH Motors",76.0,38.0,76.0,38.0
"Kai Cheung Road,  outside DCH Motors",Wang Kwong Road near Big Star Centre,190.0,76.0,190.0,76.0
Wang Kwong Road near Big Star Centre,"Sheung Yee Road,  outside CIC Training Academy Traning Ground",190.0,76.0,190.0,76.0
"Sheung Yee Road,  outside CIC Training Academy Traning Ground","Tong Ming Street,  outside Sheung Tak Estate",190.0,76.0,190.0,76.0
"Tong Ming Street,  outside Sheung Tak Estate","Tong Ming Street,  outside Sheung Tak Shopping Centre",190.0,76.0,190.0,76.0
"Tong Ming Street,  outside Sheung Tak Shopping Centre","Po Yap Road,  opposite to Tseung Kwan O Plaza",190.0,76.0,190.0,76.0
"Po Yap Road,  opposite to Tseung Kwan O Plaza",Tiu Keng Leng Station Public Transport Interchange,190.0,76.0,190.0,76.0
Kai Cheung Road outside Shun Wo Centre,"Kai Cheung Road,  Hong Kong Auxiliary Police Headquarters",114.0,38.0,114.0,38.0
Po Lam Station Public Transport Interchange,"Hong Keung Street,  Opposite Hong King Building",142.5,95.0,142.5,76.0
"Hong Keung Street,  Opposite Hong King Building",No.30 Tseuk Luk Street,285.0,190.0,285.0,152.0
No.30 Tseuk Luk Street,"Po Lam Road North,  Outside Yan Ming Court Commercial Complex",142.5,95.0,142.5,76.0
"Po Lam Road North,  Outside Yan Ming Court Commercial Complex","Choi Hung Road,  Wong Tai Sin Police Station",142.5,95.0,142.5,76.0
"Choi Hung Road,  Wong Tai Sin Police Station","Po Lam Road North,  Outside Lok Sin Tong Lau Tak Primary School",142.5,95.0,142.5,76.0
"Po Lam Road North,  Outside Lok Sin Tong Lau Tak Primary School","Choi Hung Road,  Opposite Chinachem Industrial Mansion",142.5,95.0,142.5,76.0
"Choi Hung Road,  Opposite Chinachem Industrial Mansion","Po Lam Road North,  Outside Po Yan House,  Po Lam Estate",142.5,95.0,142.5,76.0
"Po Lam Road North,  Outside Po Yan House,  Po Lam Estate","Choi Hung Road,  Opposite Rhythm Garden",142.5,95.0,142.5,76.0
"Choi Hung Road,  Opposite Rhythm Garden","Po Lam Road North,  near Tsui Lam Estate",142.5,95.0,142.5,76.0
"Po Lam Road North,  near Tsui Lam Estate","Choi Hung Estate access road,  near Pik Hoi House Choi Hung Estate",142.5,95.0,142.5,76.0
"Choi Hung Estate access road,  near Pik Hoi House Choi Hung Estate","Po Lam Road North,  Opposite Hong Sing Garden Bus Terminus",142.5,95.0,142.5,76.0
"Po Lam Road North,  Opposite Hong Sing Garden Bus Terminus","Prince Edward Road Easr,  Near Ping Shek",142.5,95.0,142.5,76.0
"Prince Edward Road Easr,  Near Ping Shek","Po Lam Road,  Near Ma Yau Tong",142.5,95.0,142.5,76.0
"Po Lam Road,  Near Ma Yau Tong","Kai Cheung Road,  near DCH Motors",142.5,95.0,142.5,76.0
"Kai Cheung Road,  near DCH Motors","Po Lam Road,  outside Po Tat Estate",142.5,95.0,142.5,76.0
"Po Lam Road,  outside Po Tat Estate","Wang Chiu Road,  opposite to Exchange Tower",142.5,95.0,142.5,76.0
"Wang Chiu Road,  opposite to Exchange Tower","Sau Mau Ping Road,  Outside Sau Fai House",142.5,95.0,142.5,76.0
"Sau Mau Ping Road,  Outside Sau Fai House","Trademart Drive,  outside ITEC",142.5,95.0,142.5,76.0
"Trademart Drive,  outside ITEC","Po Lam Road,  opposite Po Tat Estate",142.5,95.0,142.5,76.0
"Po Lam Road,  opposite Po Tat Estate","Kai Cheung Road,  Hong Kong Auxiliary Police Headquarters",142.5,95.0,142.5,76.0
"Kai Cheung Road,  Hong Kong Auxiliary Police Headquarters",Po Lam Road near Ma Yau Tong,142.5,95.0,142.5,76.0
Po Lam Road near Ma Yau Tong,"Lung Cheung Road,  Outside Hung Ngok House,  Choi Hung Estate",142.5,95.0,142.5,76.0
"Lung Cheung Road,  Outside Hung Ngok House,  Choi Hung Estate","Po Lam Road,  opposite Mau Wu Tsai",142.5,95.0,142.5,76.0
"Po Lam Road,  opposite Mau Wu Tsai",No.228 Choi Hung Road,142.5,95.0,142.5,76.0
No.228 Choi Hung Road,"Po Lam Road North,  Outside Hong Sing Garden",142.5,95.0,142.5,76.0
"Po Lam Road North,  Outside Hong Sing Garden","Po Lam Road North,  Outside Yuk King House,  King Ming Court",285.0,190.0,285.0,152.0
"Po Lam Road North,  Outside Yuk King House,  King Ming Court",Tai Yau Street No.25,142.5,95.0,142.5,76.0
Tai Yau Street No.25,"Po Lam Road North,  near Po Lam Fire Station",142.5,95.0,142.5,76.0
"Po Lam Road North,  near Po Lam Fire Station",Tai Yau Street No.31,142.5,95.0,142.5,76.0
"Hong Keung Street,  Opposite Hong King Building","Po Lam Road North,  Opposite Lok Sin Tong Lau Tak Primary School",142.5,95.0,142.5,76.0
"Po Lam Road North,  Opposite Lok Sin Tong Lau Tak Primary School",Po Lam Station Public Transport Interchange,285.0,190.0,285.0,152.0
No.30 Tseuk Luk Street,"Choi Hung Road,  Wong Tai Sin Police Station",142.5,95.0,142.5,76.0
"Choi Hung Road,  Wong Tai Sin Police Station","Choi Hung Road,  Opposite Chinachem Industrial Mansion",142.5,95.0,142.5,76.0
"Choi Hung Road,  Opposite Chinachem Industrial Mansion","Choi Hung Road,  Opposite Rhythm Garden",142.5,95.0,142.5,76.0
"Choi Hung Road,  Opposite Rhythm Garden","Choi Hung Estate access road,  near Pik Hoi House Choi Hung Estate",142.5,95.0,142.5,76.0
"Choi Hung Estate access road,  near Pik Hoi House Choi Hung Estate","Prince Edward Road Easr,  Near Ping Shek",142.5,95.0,142.5,76.0
"Prince Edward Road Easr,  Near Ping Shek","Kai Cheung Road,  near DCH Motors",142.5,95.0,142.5,76.0
"Kai Cheung Road,  near DCH Motors",Wang Kwong Road near Lam Wah Street,142.5,95.0,142.5,76.0
Wang Kwong Road near Lam Wah Street,Sheung Yee Road southbound near CIC Zero Carbon Building,142.5,95.0,142.5,76.0
Sheung Yee Road southbound near CIC Zero Carbon Building,"Sau Mau Ping Road,  Outside Sau Fai House",142.5,95.0,142.5,76.0
"Sau Mau Ping Road,  Outside Sau Fai House","Po Lam Road,  opposite Po Tat Estate",142.5,95.0,142.5,76.0
"Po Lam Road,  opposite Po Tat Estate",Po Lam Road near Ma Yau Tong,142.5,95.0,142.5,76.0
Po Lam Road near Ma Yau Tong,"Po Lam Road,  opposite Mau Wu Tsai",142.5,95.0,142.5,76.0
"Po Lam Road,  opposite Mau Wu Tsai","Po Lam Road North,  Outside Hong Sing Garden",142.5,95.0,142.5,76.0
"Po Lam Road North,  Outside Yuk King House,  King Ming Court","Po Lam Road North,  near Po Lam Fire Station",142.5,95.0,142.5,76.0
"Po Lam Road North,  near Po Lam Fire Station","Po Lam Road North,  Opposite Lok Sin Tong Lau Tak Primary School",142.5,95.0,142.5,76.0
LOHAS Park Public Transport Interchange,Bus lay-by at Wan Po Road opposite to The Capitol,380.0,133.0,380.0,133.0
