stop_u,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Tsuen Fu Street,  Near Lamp Post No.w2168",114.0,57.0,114.0,57.0
"Castle Peak Road-Tsuen Wan,  Outside Police Quarters",342.0,114.0,342.0,114.0
"Lei Muk Road,  Outside Seapower Centre",342.0,114.0,342.0,114.0
Shek Yam Estate,342.0,114.0,342.0,114.0
"Shek Li Street,  Block 11,  Shek Lei Estate",342.0,114.0,342.0,114.0
"Shek Li Street,  Block 8,  Shek Lei Estate",342.0,114.0,342.0,114.0
"Kwok Shui Road,  Opposite Hoi Pa San Tsuen",114.0,57.0,114.0,57.0
"Kwok Shui Road,  Opposite Ho Pui Tsuen",114.0,57.0,114.0,57.0
"Cheun Lung Street,  opposite no.105",228.0,57.0,228.0,57.0
"Castle Peak Road-Kwai Chung,  Outside Electric Power Control",228.0,57.0,228.0,57.0
"Chung On Street,  Opposite No.29",456.0,171.0,456.0,171.0
Lei Yue Mun Estate Public Transport Interchange,57.0,57.0,57.0,57.0
Ko Chiu Road northbound near Ko Yuet House,57.0,57.0,57.0,57.0
Ko Chiu Road northbound near Ko Hong House,57.0,57.0,57.0,57.0
Pik Wan Road near HONG SHUI COURT,57.0,57.0,57.0,57.0
"Pik Wan Road northbound,  opposite Lam Tin Community Complex",57.0,57.0,57.0,57.0
"Lin Tak Road,  Wang Hong House Hong Wah Court",57.0,57.0,57.0,57.0
Lam Hing Street westbound outside CCB Centre,57.0,57.0,57.0,57.0
Lam Hing Street outside KMB Depot,57.0,57.0,57.0,57.0
Wang Kwong Road outside Skyline Tower,57.0,57.0,57.0,57.0
Wang Kwong Road opposite to Richland Gardens Shopping Centre,57.0,57.0,57.0,57.0
Wang Chiu Road opposite to Richland Gardens Block No. 8,57.0,57.0,57.0,57.0
"Wang Chiu Road,  outside Kai Yip Bus Terminus",57.0,57.0,57.0,57.0
"Wang Chiu Road,  outside Continental Electric Industrial Building",57.0,57.0,57.0,57.0
"Sheung Yuet Road,  opposite to Enterprise Square",57.0,57.0,57.0,57.0
Ko Chiu Road southbound near HKCWC Madam Wong Chan Sook Ying Memorial Care and Attention Home For the Aged,57.0,57.0,57.0,57.0
Ko Chiu Road southbound near bus Stop at Ko Yee Estate,57.0,57.0,57.0,57.0
"Ham Tin Street,  Opposite St. Francis Xavier^s School",142.5,114.0,114.0,114.0
"Kwai Shing Circuit,  Opposite to South Kwai Shing Jockey Club Polyclinic",332.5,228.0,304.0,228.0
"Kwai Shing Circuit,  Outside Shing Lok House",142.5,114.0,114.0,114.0
"Shing Fong Street,  Opposite Kwai Fong Community Hall",142.5,114.0,114.0,114.0
"Kwai Shing Circuit,  Opposite to Shing Lok House",332.5,228.0,304.0,228.0
"Yeung Uk Road,  Outside Richwealth Industrial Building",142.5,114.0,114.0,114.0
"Container Port Road,  Outside Tower 2,  Ever Gain Plaza",411.6666667,171.0,218.5,199.5
"Container Port Road South,  Atl Logistics Centre",696.6666667,285.0,361.0,342.0
"Container Port Road South Southbound,  Near Lamp Post No.fa3837",126.6666667,57.0,76.0,57.0
"Container Port Road South Southbound,  Near Lamp Post No.fb1906",126.6666667,57.0,76.0,57.0
Ngong Wan Road,126.6666667,57.0,76.0,57.0
Ngong Wan Road (eastbound) near junction with Container Point Road South,126.6666667,57.0,76.0,57.0
"Container Port Road South Northbound,  Near Lamp Post No.fb1885",126.6666667,57.0,76.0,57.0
"Container Port Road South Northbound,  Near Lamp Post No.fa3837",126.6666667,57.0,76.0,57.0
"Container Port Road,  Near Lamp Post No.w3840",126.6666667,57.0,76.0,57.0
"Container Port Road Eastbound,  Beneath Tsuen Wan Road",411.6666667,171.0,218.5,199.5
"Hing Fong Road,  near Che Fong Street",190.0,114.0,190.0,114.0
"Kwai Fuk Road,  Chun Shing Factory Estate",190.0,114.0,190.0,114.0
Opposite Ham Tin Street and Yeung Uk Road Interchange,190.0,114.0,190.0,114.0
Opposite Wo Tik Street and Yeung Uk Road Interchange,190.0,114.0,190.0,114.0
Tsuen Wan West Station Exit E2,190.0,114.0,190.0,114.0
No.19 Yeung Uk Road,304.0,190.0,304.0,190.0
No.85 Yeung Uk Road,532.0,418.0,532.0,418.0
"Kwai Tai Road,  near Container Port Road South",570.0,228.0,285.0,285.0
"Container Port Road South,  Hk International Distribution Centre",285.0,114.0,142.5,142.5
"Container Port Road,  opposite Ever Gain Plaza",285.0,114.0,142.5,142.5
Shing Kai Road northbound bus lay-by outside Kai Ching Estate Estate,95.0,57.0,76.0,57.0
Lok Sin Road eastbound outside Po Yan Oblate Primary School,95.0,57.0,76.0,57.0
Lok Sin Road eastbound outside Tung Tau (II) Estate,95.0,57.0,76.0,57.0
Choi Hung Road eastbound outside Lok Sin Tong Wong Chung Ming College,95.0,57.0,76.0,57.0
Tai Shing Street bus lay-by outside Wong Tai Sin Cultural Garden,95.0,57.0,76.0,57.0
"Tung Tau Tsuen Road,  outside Lung Wai House",95.0,57.0,76.0,57.0
Sze Mei Street opposite to Wang Fai Industrial Building,95.0,57.0,76.0,57.0
Muk Hung Street southbound bus lay-by,95.0,57.0,76.0,57.0
"Tsing Yi Estate,  Outside Yee Kui House",190.0,76.0,190.0,76.0
"Tsing Yi Heung Sze Wui Road,  Outside Vigor Industrial Building",798.0,380.0,798.0,380.0
"Kwai Ching Road Eastbound,  Near Kwai Ching Interchange And Footbridge",1159.0,684.0,1016.5,684.0
"Hing Fong Road,  outside Kwai Chung Sport Ground",1577.0,855.0,1358.5,855.0
"Kwai Yan Road,  Under New Kwai Fong Gardens",722.0,456.0,722.0,456.0
"Hing Fong Road,  opposite Kwai Chung Sport Ground",1425.0,703.0,1206.5,703.0
"Kwai Ching Road Westbound,  Near Kwai Ching Interchange And Footbridge",1273.0,703.0,1054.5,703.0
"Tsing Yi Heung Sze Wui Road,  Outside Ching Yeung House,  Cheung Ching Estate",418.0,152.0,418.0,152.0
"Tsing Yi Heung Sze Wui Road,  Outside Tsing Yi Divisional Police Station",1406.0,709.3333333999999,950.0,456.0
"Tsing Yip Street,  Outside Yee Wai House,  Tsing Yi Estate",342.0,152.0,342.0,152.0
Mayfair Gardens,342.0,171.0,266.0,171.0
Tsing Yi Airport Railway Station Bus Terminus,380.0,190.0,380.0,190.0
"Chung Mei Road,  Outside Hong Shun House,  Cheung Hong Estate",532.0,304.0,532.0,304.0
"Cheung On Estate Bus Terminus,  Outside On Ching House",304.0,152.0,304.0,152.0
"Chung Mei Road,  Near Sheung Ko Tan Street",152.0,76.0,152.0,76.0
"Tam Kok Shan Road,  Near Hong Kong Shipyard",152.0,76.0,152.0,76.0
"Fung Shue Wo Road,  Opposite Serene Garden Commercial Complex",152.0,76.0,152.0,76.0
"Fung Shue Wo Road,  Opposite Block 9,  Greenfield Garden",152.0,76.0,152.0,76.0
"Tsing Luk Street,  Outside Block 1,  Tsing Yi Garden",304.0,152.0,304.0,152.0
"Fung Shue Wo Road,  Outside Serene Garden Commercial Complex",380.0,152.0,380.0,152.0
"Fung Shue Wo Road,  Outside Block 9,  Greenfield Garden",152.0,76.0,152.0,76.0
"Tsing Yi Heung Sze Wo Road,  Outside Greenfield Garden",608.0,329.3333334,152.0,76.0
"Chung Mei Road,  Outside Cheung Hong Estate Cooked Food Stalls",532.0,304.0,532.0,304.0
"Fung Shue Wo Road,  Outside Block 7,  Greenfield Garden",228.0,76.0,228.0,76.0
"Tsing Yi Heung Sze Wui Road,  opposite Tsing Yi Police Station",228.0,76.0,228.0,76.0
"Kwai Tsing Road Eastbound,  Near Kwai Ching Interchange And Footbridge",228.0,76.0,228.0,76.0
"Kwai Tsing Road Westbound,  Near Kwai Ching Interchange And Footbridge",228.0,76.0,228.0,76.0
"Tsing Yi Road,  Opposite Cheung Ching Estate Commercial Complex",703.0,399.0,484.5,399.0
"Sai Shan Road,  Outside Hk Institute Of Vocational Education (Tsing Yi)",190.0,95.0,114.0,95.0
"Tsing Yi Road,  Outside Ching Tao House,  Cheung Ching Estate",190.0,95.0,114.0,95.0
"Kwai Ching Road Eastbound,  Near Kwai Ching Interchange",190.0,95.0,114.0,95.0
Tivoli Garden,380.0,228.0,380.0,228.0
"Chung Mei Road,  Near Ching Mui House,  Cheung Ching Estate",380.0,228.0,380.0,228.0
"Chung Mei Road,  Outside Hong Cheung House,  Cheung Hong Estate",608.0,354.6666667,380.0,228.0
"Ching Hong Road,  Outside Mayfair Gardens",684.0,532.0,684.0,532.0
Rambler Crest,969.0,456.00000009999997,142.5,76.0
Tsing Yi Station Ground Floor Transport Interchange,684.0,380.00000009999997,0.0,0.0
"Chung Mei Road,  opposite Hong Cheung House,  Cheung Hong Estate",228.0,126.6666667,0.0,0.0
Ching Hong Road outside Cheung Ching Bus Terminu,228.0,126.6666667,0.0,0.0
Ching Hong Road opposite Mayfair Gardens,228.0,126.6666667,0.0,0.0
Ching Hong Road outside Mayfair Gardens,228.0,126.6666667,0.0,0.0
Ching Hong Road opposite Cheung Ching Bus Terminus,228.0,126.6666667,0.0,0.0
"Tsing Yi Road,  Outside Cheung Ching Estate Commercial Complex",589.0,380.0,446.5,380.0
"Sai Tso Wan Road,  Opposite HK United Dockyards Administration Building",380.0,380.0,380.0,380.0
Yiu Lian Dockyards,304.0,304.0,304.0,304.0
"Ching Hong Road,  Outside Cheung Ching Estate Community Centre",304.0,304.0,304.0,304.0
"Ho Pui Street,  Outside Mary Of Providence School",712.5,519.33333333,712.5,519.33333333
No.71 Texaco Road,484.5,272.33333333,484.5,272.33333333
On Yan Street northbound near Chi Tai House,190.0,133.0,190.0,133.0
"On Sau Road,  opposite to Kam Tai House",190.0,133.0,190.0,133.0
"On Sau Road,  near Oi Tat House",190.0,133.0,190.0,133.0
"On Chui Street,  outside Ching Tat House",190.0,133.0,190.0,133.0
"Sau Mau Ping Road,  Outside Sau Hong House",152.0,114.0,152.0,114.0
Hong Ning Road outside Ko Lui Secondary School,209.0,152.0,209.0,152.0
Hong Ning Road southbound outside Sau Mau Ping Disciplined Services Quarters,209.0,152.0,209.0,152.0
Chun Wah Road westbound outside Po Wah House,209.0,152.0,209.0,152.0
Ngau Tau Kok Bus Terminus,209.0,152.0,209.0,152.0
Hong Ning Road opposite to Hong Ning Road Park,152.0,114.0,152.0,114.0
Hong Ning Road opposite Ko Lui Secondary School,152.0,114.0,152.0,114.0
"Sau Mau Ping Road,  Outside Ning Po No.2 College",152.0,114.0,152.0,114.0
"Sau Mau Ping Road,  opposite to Sau Nga House",152.0,114.0,152.0,114.0
On Chui Street westbound near Sin Tat House,304.0,209.0,304.0,209.0
On Tsui Street On Tat Shopping Centre,190.0,133.0,190.0,133.0
On Sau Road northbound near Kam Tai House bus stop,190.0,133.0,190.0,133.0
"Tai Wo Hau Estate,  Fu Man House",256.5,158.33333333000002,256.5,158.33333333000002
Tai Wo Hau Road outside Sun Kwai Hing Gardens Block B,142.5,63.33333333,142.5,63.33333333
"Kwai Hing Station,  New Kwai Hing Plaza Bus Terminus",703.0,481.33333333,636.5,481.33333333
"Kwai Hing Road,  Outside Cnec Ta Tung School",142.5,63.33333333,142.5,63.33333333
Kwai Hong Court Multi-storey Car Park,142.5,63.33333333,142.5,63.33333333
Sau Mau Ping Road westbound outside Sau Ching House,152.0,95.0,152.0,95.0
Sau Mau Ping Road westbound outside Sau Nga House,152.0,95.0,152.0,95.0
Sau Ming Road opposite to Sau Ming Road Park,95.0,57.0,95.0,57.0
"Sau Ming Road,  outside Sau Mau Ping Shopping Centre",152.0,95.0,152.0,95.0
"Sau Ming Road,  opposite to Kwun Tong Government Primary School",152.0,95.0,152.0,95.0
"Hiu Kwong Street,  outside Sau Mau Ping South Estate",152.0,95.0,152.0,95.0
Kai Fuk Road,95.0,57.0,95.0,57.0
Kai Cheung Road eastbound near EMSD Headquarters,95.0,57.0,95.0,57.0
"Lam Wah Street,  opposite to Lam Wah Street Playground",95.0,57.0,95.0,57.0
"Hiu Kwong Street,  opposite to Sau Mau Ping South Estate",152.0,95.0,152.0,95.0
"Sau Ming Road,  Outside Kwun Tong Government Primary School",152.0,95.0,152.0,95.0
"Sau Ming Road,  outside Sau Mau Ping Shopping CentreSau Ming Road,  Opposite to Sau Yee House",95.0,57.0,95.0,57.0
Hoi Shing Road opposite Skyline Plaza,114.0,95.0,114.0,95.0
"Wo Tong Tsui Street,  Outside Kwai Chung Kai Fong Association",190.0,171.0,190.0,171.0
"Kwai Chung Road,  Opposite to Wing Cheung Industrail Building G",114.0,95.0,114.0,95.0
"Kwai Luen Road,  Opposite to Kwai Shing West Estate Shopping Arcade",798.0,475.0,798.0,475.0
"Kwai Luen Road,  Outside Shing Fu House,  Kwai Shing Estate",342.0,323.0,342.0,323.0
"Kwai Shing Circuit,  Outside Shing Fu House,  KWAI SHING EAST ESTATE",114.0,95.0,114.0,95.0
"Kwai Hau Road,  Outside Kwai Shing Estate",228.0,209.0,228.0,209.0
"Kwai Hau Street Public Light Bus Terminus,  Outside Shing Ka House,  Kwai Shing Estate East",684.0,361.0,684.0,361.0
"Kwai Shing Circuit,  Outside H.k.p.f. Kwai Shing Vehicle Pounds",342.0,323.0,342.0,323.0
"Kwai Shing Circuit,  Outside The Methodist Lee Wai Lee College",114.0,95.0,114.0,95.0
"Kwai Luen Road,  Outside Shing Fu House,  Kwai Shing Estate East",342.0,323.0,342.0,323.0
"Kwai Luen Road,  Kwai Shing East Estate Bus Terminus",114.0,95.0,114.0,95.0
"Kwai Luen Road,  Outside Kwai Shing West Estate Shopping Arcade",114.0,95.0,114.0,95.0
"Kwai Hing Road,  Opposite to Kwai Hing Estate",114.0,95.0,114.0,95.0
"Shek Tau Street,  Opposite to Fu Wah House,  Tai Wo Hau Estate",114.0,95.0,114.0,95.0
"Sha Tsui Road,  Bonsun Industrial Building",114.0,95.0,114.0,95.0
On Chui Street GMB Terminus,114.0,76.0,114.0,76.0
"Sau Mau Ping Road,  Opposite Sau Mau Ping Shopping Centre",57.0,38.0,57.0,38.0
"Sau Ming Road,  Opposite to Sau Yee House",57.0,38.0,57.0,38.0
Sau Ming Road eastbound opposite to Sau Ming Road Park,57.0,38.0,57.0,38.0
Sau Ming Road outside St. Matthew^s Lutheran School (Sau Mau Ping),57.0,38.0,57.0,38.0
"Kwai Shing Circuit,  Outside Twghs Chen Zao Men College",456.0,152.0,456.0,152.0
"Hing Ning Road,  Opposite Metroplaza",456.0,152.0,456.0,152.0
"Hing Fong Road,  Outside Win Fong Heights",456.0,152.0,456.0,152.0
"Kwai Shing Circuit,  Outside Shing Hei House,  Kwai Shing Estate East",456.0,152.0,456.0,152.0
"Shek Tau Street outside Fu Tai House,  Tai Wo Hau Estate",76.0,76.0,76.0,76.0
Sheung Kok Street outside Kwai Chung Estate,76.0,76.0,76.0,76.0
"Wo Tong Tsui Street,  outside Favor Industrial Centre",76.0,76.0,76.0,76.0
Sheung Kok Street opposite Kwai Chung Estate,76.0,76.0,76.0,76.0
Sheung Shing Street near Mantin Heights,142.5,114.0,142.5,114.0
Sheung Shing Street near King Man House,142.5,114.0,142.5,114.0
Chung Hau Street near Chun Man Court car park no. 2,142.5,114.0,142.5,114.0
Chung Hau Street near Chun Man Court car park no. 3,142.5,114.0,142.5,114.0
Chung Hau Street near Chiu Man House,285.0,228.0,285.0,228.0
Chung Hau Street near Oi Man Plaza,285.0,228.0,285.0,228.0
Chung Hau Street near Civil Engineering and Development Building,142.5,114.0,142.5,114.0
hung Hau Street near Cascades Bus Stop,142.5,114.0,142.5,114.0
Sheung Shing Street near St. Teresa Secondary School,142.5,114.0,142.5,114.0
Near Baguio Villa Block 17,114.0,76.0,114.0,76.0
Baguio Villas(Lower),114.0,76.0,114.0,76.0
"Victoria Road,  near Telegraph Bay",114.0,76.0,114.0,76.0
"Sassoon Road,  opposite to house no. 21",114.0,76.0,114.0,76.0
"Sassoon Road,  Outside Waylun Hall",114.0,76.0,114.0,76.0
"Pok Fu Lam Road,  Near Pokfulam Road Playground",114.0,76.0,114.0,76.0
"Pok Fu Lam Road,  outside the Belcher^s",114.0,76.0,114.0,76.0
Pok Fu Lam Road opposite the Belcher^s,114.0,76.0,114.0,76.0
"Sassoon Road,  house no. 21",114.0,76.0,114.0,76.0
"Victoria Road,  near Sassoon Road",114.0,76.0,114.0,76.0
No.5j-k Bowen Road,76.0,76.0,76.0,76.0
"Bowen Road,  Opposite Borrett Mansions",76.0,76.0,76.0,76.0
Borrett Road outside Carmel School,76.0,76.0,76.0,76.0
20 Borrett Road,76.0,76.0,76.0,76.0
No. 42A Kennedy Road,76.0,76.0,76.0,76.0
No. 26 Kennedy Road,76.0,76.0,76.0,76.0
Lady Maclehose Holiday Village,38.0,38.0,38.0,38.0
Tai Mong Tsai,76.0,76.0,76.0,76.0
Connaught Road Central outside City Hall Carpark,38.0,38.0,38.0,38.0
No. 9 Cotton Tree Drive outside Hong Kong Squash Centre,38.0,38.0,38.0,38.0
Mei Foo Bus Terminus,741.0,399.0,579.5,418.0
Mei Lai Road outside Mei Foo Sun Cheun,38.0,38.0,57.0,57.0
"Lai King Hill Road,  Outside Lai Chi Kok Bay Garden",741.0,399.0,579.5,418.0
"Lai King Hill Road,  Outside Lai King Terrace",323.0,228.0,247.0,247.0
Kwai Chung Hospital,38.0,38.0,57.0,57.0
"Lai King Hill Road,  Opposite Lai King Terrace",323.0,228.0,247.0,247.0
"Lai King Hill Road,  Opposite Lai Chi Kok Bay Garden",741.0,399.0,579.5,418.0
"Lai Chi Ling Road,  Outside Disciplined Services Quarters",285.0,190.0,190.0,190.0
"Lai Cho Road,  Opposite H.k.c. Ha Kwai Chung Polyclinic & Special Education Centre",696.6666667,456.0,506.6666667,456.0
"Lai King Hill Road,  Opposite Yat King House,  Lai King Estate",285.0,190.0,190.0,190.0
Lai King Hill Road opposite Lai King Station,285.0,190.0,190.0,190.0
"Lai King Hill Road Eastbound,  Near Kwai Chung Hospital Road",513.0,304.0,332.5,304.0
"Lai King Hill Road,  Opposite Princess Margaret Hospital Nurses Training School And Quarters",513.0,304.0,332.5,304.0
"Lai King Hill Road,  Opposite Lai Yue House,  Ching Lai Court",703.0,361.0,522.5,361.0
"Lai King Hill Road,  Opposite Happy Villa",513.0,304.0,332.5,304.0
"Lai King Hill Road,  Opposite Wah Lai Estate",703.0,361.0,522.5,361.0
"Mei Lai Road,  Opposite Mei Foo Sun Chuen Phase 5",513.0,304.0,332.5,304.0
"Mei Lai Road,  Near Po Leung Kuk Tong Nai Kun Practical School",513.0,304.0,332.5,304.0
Lai Chi Kok Park Indoor Games Hall,703.0,361.0,522.5,361.0
"Lai King Hill Road,  Outside Wah Lai Estate",703.0,361.0,522.5,361.0
"Lai King Hill Road,  Near Happy Villa",893.0,418.0,712.5,418.0
"Lai King Hill Road,  Outside Lai Yue House,  Ching Lai Court",703.0,361.0,522.5,361.0
"Lai King Hill Road,  Outside Princess Margaret Hospital Nurses Training School And Quarters",513.0,304.0,332.5,304.0
"Lai King Hill Road,  Outside Lai King Station",285.0,190.0,190.0,190.0
"Wah Yiu Road,  Opposite Lok Yiu House,  Lai Yiu Estate",513.0,277.69230769,332.5,304.0
"Wah Yiu Road,  Outside Kwai Chung Methodist College",285.0,190.0,190.0,190.0
Wah Yiu Road and Lai Chi Ling Road Interchange,285.0,190.0,190.0,190.0
"Lai Kong Street,  Near Lai Chi Ling Road",513.0,277.69230769,332.5,304.0
"Princess Magaret Hospital Road,  Outside Block H,  Princess Magaret Hospital",190.0,57.0,190.0,57.0
"Lai Wan Road,  Opposite Lai Chi Kok Park Indoor Games Hall",190.0,57.0,190.0,57.0
"Lai King Hill Road,  Outside Lai King Catholic Secondary School",848.6666667,372.98461538000004,563.6666667,425.6
"Kwai Fuk Road,  Outside Yee Lin Godown",484.5,239.69230769,332.5,266.0
"Kwai Fuk Road,  Outside Kingsford Industrial Building Phase 2",494.0,209.29230769,294.5,235.6
"Ham Tin Street,  Outside Block 3,  Bo Shek Mansion",494.0,209.29230769,294.5,235.6
"Kwai Fuk Road,  Outside Kwai Tsing Theatre",494.0,209.29230769,294.5,235.6
"Lai Cho Road,  Opposite Lai Wah House,  Yuet Lai Court",126.6666667,76.0,126.6666667,76.0
"Lai Cho Road,  Outside Kai Hang Lau,  Cho Yiu Chuen",126.6666667,76.0,126.6666667,76.0
"King Cho Road,  Outside Cho Yiu Chuen Youth Centre",126.6666667,76.0,126.6666667,76.0
Kwai Shing Circuit Public Light Bus Terminus,383.1666667,228.0,316.6666667,228.0
"Lai King Hill Road,  Opposite Block B,  Yin Lai Court",253.3333334,152.0,253.3333334,152.0
"Lai Cho Road,  Outside Kai Him Lau,  Cho Yiu Chuen",253.3333334,152.0,253.3333334,152.0
"Lai Cho Road,  Outside Lai Wan House,  Yuet Lai Court",253.3333334,152.0,253.3333334,152.0
"Lai Cho Road,  Outside Lai Ha House,  Yuet Lai Court",253.3333334,152.0,253.3333334,152.0
"Lai Kong Street,  Outside Block 3,  Highland Park",253.3333334,152.0,253.3333334,152.0
"Wa Yuen Drive,  Wah Yuen Chuen",418.0,190.0,218.5,190.0
"Wah King Hill Road,  Outside Wah Lai Court,  Wah Yuen Chuen",684.0,292.6,408.5,311.6
"Wa Tai Road,  Outside Caltex Petrol Station",494.0,235.6,294.5,235.6
"Lim Cho Street Westbound,  Near Lai Chi Ling Road",494.0,235.6,294.5,235.6
"Lim Cho Street,  Opposite Kai Hang House,  Cho Yiu Chuen",494.0,235.6,294.5,235.6
"King Cho Road,  Cho Yiu Estate Commercial Centre",456.0,228.0,285.0,228.0
"Wah Yiu Road,  Opposite Tsui Yiu Court",494.0,235.6,294.5,235.6
"Wah King Hill Road,  Opposite Carmel Alison Lam Foundation Secondary School",684.0,292.6,408.5,311.6
"Wa Yuen Drive,  Outside Wah Chi Court,  Wah Yuen Chuen",418.0,190.0,218.5,190.0
"King Cho Road,  Outside Clothing Industry Training Centre",266.0,121.6,152.0,121.6
"Kwai Fuk Road,  S.megga Industrial Building",266.0,121.6,152.0,121.6
"Wah King Hill Road,  Outside Regency Park Tennis Court",266.0,102.6,190.0,121.6
"Wah King Hill Road,  Outside Wonderland Villas Multi-storey Car Park",76.0,45.6,76.0,45.6
"Wah King Hill Road,  Outside Block 15,  Wonderland Villas",76.0,45.6,76.0,45.6
"Shek On Street,  Outside Shek Lan House,  Shek Tau Kok Estate",142.5,76.0,76.0,76.0
"Chui Shue House,  Lei Muk Shue Estate",399.0,228.0,266.0,228.0
"Wo Yi Hop Road,  Outside Tang Shiu Kin Scout And Guide Centre",399.0,228.0,266.0,228.0
"Cheung Wing Road,  Outside Tung Chun Canning And Soy Limited",256.5,152.0,190.0,152.0
"Kwai Chung Road,  Outside Shing Mei Industrial Building",256.5,152.0,190.0,152.0
"Kwai Chung Road,  Outside Golden Dragon Industrial Building",256.5,152.0,190.0,152.0
"Kwai Yi Road,  Outside Kwai Chung Police Staff Quarters",256.5,152.0,190.0,152.0
"Kwai Shing Circuit,  Outside Lok Sin Tong Ku Chiu Man Secondary School",256.5,152.0,190.0,152.0
"Hing Fong Road,  Opposite Metroplaza",256.5,152.0,190.0,152.0
"Wo Yi Hop Road,  Opposite Ho Fung College Sponsored By Sik Sik Yuen",142.5,76.0,76.0,76.0
"Sau Lau Kok Road,  Outside Luk Yeung Galleria",76.0,76.0,76.0,76.0
"Tsuen Wan Centre,  Outside Chengtu House",798.0,190.0,798.0,190.0
"Tsuen King Circuit,  Outside Tsuen King Garden Lok Sin Tong Wan Lap Keung Social Centre For The Elder",798.0,190.0,798.0,190.0
"Castle Peak Road-Tsuen Wan,  Outside C.d.w. Building",1796.8571428999999,513.0,1834.8571428999999,513.0
No.124 Chung On Street,228.0,114.0,228.0,114.0
